order_id,ship_date,delivery_date,delivery_status,courier
O13460,2025-02-14,2025-02-17,Late,DHL
O13461,2025-02-15,2025-02-20,On Time,FedEx
O13462,2025-02-15,,Late,UPS
O13463,2025-02-14,2025-02-19,On Time,FedEx
O13464,2025-02-14,2025-02-19,Late,DHL
O13465,2025-02-16,2025-02-19,On Time,DHL
O13466,2025-02-16,2025-02-21,On Time,UPS
O13467,2025-02-16,2025-02-20,Late,UPS
O13468,2025-02-15,2025-02-17,Late,UPS
O13470,2025-02-16,2025-02-20,Late,FedEx
O13473,2025-02-14,2025-02-19,On Time,FedEx
O13474,2025-02-14,2025-02-16,On Time,UPS
O13476,2025-02-14,2025-02-17,Late,FedEx
O13479,2025-02-15,,Late,Amazon Logistics
O13482,2025-02-14,2025-02-17,On Time,Amazon Logistics
O13483,2025-02-15,2025-02-20,Late,DHL
O13484,2025-02-16,2025-02-19,Late,Amazon Logistics
O13486,2025-02-15,2025-02-17,On Time,Amazon Logistics
O13489,2025-02-16,2025-02-21,On Time,Amazon Logistics
O13491,2025-02-16,2025-02-21,Late,Amazon Logistics
O13492,2025-02-15,2025-02-17,Late,Amazon Logistics
O13494,2025-02-14,2025-02-19,On Time,DHL
O13498,2025-02-14,2025-02-16,Late,DHL
O13499,2025-02-15,2025-02-19,Late,UPS
O13500,2025-02-15,2025-02-19,Late,FedEx
O13501,2025-02-16,2025-02-18,On Time,DHL
O13502,2025-02-15,2025-02-18,Late,Amazon Logistics
O13504,2025-02-15,2025-02-19,Late,FedEx
O13505,2025-02-16,2025-02-20,On Time,DHL
O13506,2025-02-15,2025-02-18,Late,DHL
O13507,2025-02-14,2025-02-17,Late,Amazon Logistics
O13509,2025-02-16,2025-02-19,On Time,FedEx
O13511,2025-02-15,2025-02-20,On Time,UPS
O13513,2025-02-15,2025-02-19,Late,DHL
O13515,2025-02-15,2025-02-18,Late,Amazon Logistics
O13522,2025-02-16,2025-02-20,Late,FedEx
O13523,2025-02-16,2025-02-19,On Time,DHL
O13524,2025-02-15,2025-02-20,On Time,DHL
O13525,2025-02-15,2025-02-17,On Time,Amazon Logistics
O13526,2025-02-15,2025-02-17,On Time,DHL
O13527,2025-02-15,2025-02-18,On Time,DHL
O13528,2025-02-14,2025-02-16,Late,DHL
O13530,2025-02-16,2025-02-21,On Time,FedEx
O13534,2025-02-14,2025-02-17,On Time,UPS
O13535,2025-02-16,2025-02-18,On Time,Amazon Logistics
O13537,2025-02-14,2025-02-19,On Time,FedEx
O13539,2025-02-14,2025-02-16,On Time,Amazon Logistics
O13543,2025-02-14,2025-02-17,Late,FedEx
O13547,2025-02-16,2025-02-18,Late,UPS
O13549,2025-02-14,2025-02-19,Late,Amazon Logistics
O13554,2025-02-15,2025-02-20,Late,UPS
O13557,2025-02-14,2025-02-17,Late,UPS
O13560,2025-02-16,,Late,DHL
O13561,2025-02-14,2025-02-17,Late,Amazon Logistics
O13563,2025-02-15,2025-02-18,On Time,Amazon Logistics
O13564,2025-02-16,2025-02-21,On Time,FedEx
O13566,2025-02-16,,Late,FedEx
O13567,2025-02-16,2025-02-18,On Time,Amazon Logistics
O13570,2025-02-16,,On Time,DHL
O13573,2025-02-15,2025-02-20,On Time,Amazon Logistics
O13574,2025-02-16,2025-02-21,Late,Amazon Logistics
O13577,2025-02-15,2025-02-19,Late,UPS
O13579,2025-02-16,2025-02-21,On Time,DHL
O13580,2025-02-16,2025-02-19,Late,Amazon Logistics
O13585,2025-02-15,2025-02-19,On Time,Amazon Logistics
O13586,2025-02-17,2025-02-21,On Time,DHL
O13587,2025-02-15,2025-02-20,Late,FedEx
O13595,2025-02-16,,Late,FedEx
O13596,2025-02-15,,Late,Amazon Logistics
O13600,2025-02-17,2025-02-19,Late,Amazon Logistics
O13603,2025-02-15,2025-02-20,Late,FedEx
O13606,2025-02-16,2025-02-20,Late,DHL
O13607,2025-02-15,,Late,Amazon Logistics
O13608,2025-02-15,,On Time,DHL
O13609,2025-02-16,2025-02-20,On Time,DHL
O13617,2025-02-17,2025-02-19,On Time,DHL
O13619,2025-02-15,2025-02-17,On Time,DHL
O13620,2025-02-16,2025-02-20,On Time,FedEx
O13624,2025-02-16,2025-02-20,On Time,UPS
O13627,2025-02-15,2025-02-18,On Time,FedEx
O13628,2025-02-17,2025-02-19,Late,FedEx
O13629,2025-02-15,2025-02-18,Late,DHL
O13630,2025-02-15,,Late,DHL
O13634,2025-02-17,2025-02-21,Late,UPS
O13635,2025-02-17,2025-02-19,Late,UPS
O13640,2025-02-15,2025-02-19,Late,DHL
O13641,2025-02-16,2025-02-21,On Time,FedEx
O13643,2025-02-16,2025-02-19,Late,FedEx
O13647,2025-02-17,2025-02-22,Late,Amazon Logistics
O13653,2025-02-17,2025-02-22,Late,FedEx
O13658,2025-02-17,2025-02-19,On Time,UPS
O13660,2025-02-16,,On Time,DHL
O13661,2025-02-15,2025-02-20,Late,Amazon Logistics
O13662,2025-02-17,2025-02-20,On Time,Amazon Logistics
O13663,2025-02-17,2025-02-20,On Time,DHL
O13664,2025-02-15,2025-02-19,Late,FedEx
O13665,2025-02-16,2025-02-18,On Time,UPS
O13667,2025-02-17,2025-02-20,On Time,Amazon Logistics
O13670,2025-02-16,2025-02-19,Late,FedEx
O13672,2025-02-17,2025-02-21,On Time,Amazon Logistics
O13673,2025-02-17,2025-02-19,On Time,UPS
O13676,2025-02-17,2025-02-19,Late,Amazon Logistics
O13680,2025-02-16,2025-02-19,On Time,Amazon Logistics
O13682,2025-02-18,2025-02-21,On Time,FedEx
O13683,2025-02-16,2025-02-18,On Time,DHL
O13684,2025-02-17,2025-02-19,Late,DHL
O13688,2025-02-18,2025-02-21,Late,FedEx
O13689,2025-02-18,,Late,Amazon Logistics
O13690,2025-02-17,2025-02-21,On Time,Amazon Logistics
O13691,2025-02-16,2025-02-18,Late,DHL
O13693,2025-02-17,2025-02-19,Late,UPS
O13694,2025-02-16,2025-02-19,On Time,FedEx
O13705,2025-02-17,2025-02-20,Late,DHL
O13706,2025-02-17,,On Time,DHL
O13707,2025-02-18,2025-02-21,Late,Amazon Logistics
O13711,2025-02-17,2025-02-22,Late,DHL
O13712,2025-02-17,2025-02-21,On Time,FedEx
O13713,2025-02-18,2025-02-22,On Time,FedEx
O13717,2025-02-17,2025-02-19,Late,UPS
O13718,2025-02-18,2025-02-20,Late,Amazon Logistics
O13719,2025-02-16,2025-02-19,On Time,FedEx
O13721,2025-02-17,2025-02-22,Late,UPS
O13723,2025-02-18,,On Time,DHL
O13727,2025-02-16,2025-02-19,Late,DHL
O13729,2025-02-18,2025-02-20,On Time,UPS
O13732,2025-02-17,,On Time,FedEx
O13734,2025-02-16,2025-02-18,Late,FedEx
O13737,2025-02-17,2025-02-19,On Time,UPS
O13739,2025-02-17,2025-02-19,Late,UPS
O13741,2025-02-18,2025-02-20,On Time,FedEx
O13742,2025-02-18,2025-02-22,On Time,DHL
O13743,2025-02-16,2025-02-19,On Time,UPS
O13744,2025-02-16,2025-02-21,Late,FedEx
O13745,2025-02-16,,Late,UPS
O13747,2025-02-18,,Late,FedEx
O13748,2025-02-18,2025-02-21,On Time,FedEx
O13750,2025-02-19,2025-02-23,Late,UPS
O13751,2025-02-18,2025-02-22,On Time,DHL
O13753,2025-02-17,2025-02-21,Late,UPS
O13754,2025-02-18,,On Time,FedEx
O13755,2025-02-17,2025-02-21,Late,UPS
O13757,2025-02-19,2025-02-23,On Time,DHL
O13758,2025-02-18,2025-02-21,Late,FedEx
O13759,2025-02-19,2025-02-22,On Time,UPS
O13761,2025-02-19,2025-02-22,Late,UPS
O13762,2025-02-17,2025-02-19,On Time,Amazon Logistics
O13766,2025-02-18,2025-02-20,On Time,UPS
O13767,2025-02-18,2025-02-23,On Time,Amazon Logistics
O13770,2025-02-18,2025-02-23,On Time,Amazon Logistics
O13772,2025-02-17,2025-02-19,Late,Amazon Logistics
O13773,2025-02-19,2025-02-22,Late,UPS
O13774,2025-02-19,2025-02-21,Late,DHL
O13775,2025-02-18,2025-02-22,Late,Amazon Logistics
O13777,2025-02-19,2025-02-24,On Time,FedEx
O13778,2025-02-18,,On Time,Amazon Logistics
O13779,2025-02-18,2025-02-23,On Time,DHL
O13780,2025-02-17,2025-02-21,Late,DHL
O13786,2025-02-19,2025-02-24,On Time,UPS
O13787,2025-02-17,2025-02-21,On Time,FedEx
O13791,2025-02-19,2025-02-21,Late,Amazon Logistics
O13796,2025-02-19,2025-02-24,On Time,FedEx
O13797,2025-02-19,2025-02-22,On Time,Amazon Logistics
O13800,2025-02-17,2025-02-22,Late,FedEx
O13802,2025-02-17,2025-02-22,Late,UPS
O13803,2025-02-18,2025-02-22,On Time,Amazon Logistics
O13807,2025-02-19,2025-02-22,On Time,FedEx
O13808,2025-02-17,2025-02-19,Late,DHL
O13809,2025-02-19,,Late,FedEx
O13810,2025-02-19,2025-02-21,On Time,Amazon Logistics
O13811,2025-02-18,2025-02-21,On Time,Amazon Logistics
O13813,2025-02-17,2025-02-20,On Time,DHL
O13815,2025-02-17,2025-02-22,Late,FedEx
O13816,2025-02-18,2025-02-21,On Time,UPS
O13817,2025-02-18,2025-02-21,Late,UPS
O13820,2025-02-18,,On Time,UPS
O13823,2025-02-19,2025-02-22,Late,Amazon Logistics
O13825,2025-02-18,2025-02-20,Late,UPS
O13827,2025-02-17,2025-02-19,Late,FedEx
O13828,2025-02-17,,On Time,UPS
O13832,2025-02-19,2025-02-22,On Time,UPS
O13834,2025-02-17,2025-02-21,Late,Amazon Logistics
O13838,2025-02-17,2025-02-22,On Time,Amazon Logistics
O13840,2025-02-18,2025-02-22,On Time,UPS
O13842,2025-02-19,2025-02-24,Late,Amazon Logistics
O13846,2025-02-17,2025-02-19,Late,UPS
O13849,2025-02-17,2025-02-21,Late,Amazon Logistics
O13851,2025-02-17,2025-02-19,On Time,DHL
O13853,2025-02-19,2025-02-24,Late,UPS
O13858,2025-02-17,2025-02-22,On Time,Amazon Logistics
O13859,2025-02-18,2025-02-20,On Time,DHL
O13861,2025-02-17,2025-02-22,On Time,Amazon Logistics
O13862,2025-02-17,2025-02-20,On Time,UPS
O13863,2025-02-19,2025-02-22,On Time,FedEx
O13865,2025-02-17,2025-02-20,Late,FedEx
O13867,2025-02-19,2025-02-22,Late,Amazon Logistics
O13868,2025-02-18,2025-02-23,On Time,Amazon Logistics
O13872,2025-02-17,2025-02-20,On Time,FedEx
O13874,2025-02-19,2025-02-21,Late,DHL
O13877,2025-02-17,2025-02-21,Late,Amazon Logistics
O13878,2025-02-18,2025-02-23,On Time,DHL
O13881,2025-02-18,2025-02-22,Late,DHL
O13885,2025-02-18,,On Time,Amazon Logistics
O13888,2025-02-19,2025-02-23,On Time,UPS
O13891,2025-02-18,2025-02-21,Late,Amazon Logistics
O13892,2025-02-19,2025-02-23,On Time,UPS
O13893,2025-02-18,2025-02-22,On Time,Amazon Logistics
O13894,2025-02-20,2025-02-22,Late,UPS
O13899,2025-02-18,,On Time,DHL
O13900,2025-02-19,2025-02-23,On Time,UPS
O13903,2025-02-18,2025-02-21,Late,FedEx
O13905,2025-02-18,2025-02-21,On Time,DHL
O13906,2025-02-18,,Late,FedEx
O13907,2025-02-20,2025-02-24,Late,DHL
O13911,2025-02-19,2025-02-23,Late,UPS
O13912,2025-02-20,2025-02-24,Late,DHL
O13914,2025-02-18,2025-02-20,Late,UPS
O13915,2025-02-20,2025-02-22,Late,DHL
O13916,2025-02-20,2025-02-24,Late,UPS
O13918,2025-02-20,2025-02-24,On Time,FedEx
O13919,2025-02-19,2025-02-22,Late,UPS
O13920,2025-02-20,2025-02-24,On Time,Amazon Logistics
O13921,2025-02-20,2025-02-25,On Time,UPS
O13922,2025-02-18,2025-02-20,On Time,UPS
O13926,2025-02-19,2025-02-21,Late,UPS
O13935,2025-02-18,2025-02-22,On Time,DHL
O13936,2025-02-19,,On Time,UPS
O13939,2025-02-20,2025-02-22,On Time,FedEx
O13942,2025-02-18,2025-02-20,On Time,Amazon Logistics
O13943,2025-02-19,2025-02-22,Late,UPS
O13945,2025-02-19,2025-02-22,Late,UPS
O13946,2025-02-18,2025-02-21,Late,DHL
O13948,2025-02-18,2025-02-23,On Time,DHL
O13949,2025-02-19,,On Time,DHL
O13950,2025-02-19,2025-02-23,Late,FedEx
O13951,2025-02-19,2025-02-22,Late,Amazon Logistics
O13953,2025-02-19,2025-02-23,Late,FedEx
O13955,2025-02-19,2025-02-21,On Time,FedEx
O13956,2025-02-18,2025-02-20,On Time,DHL
O13957,2025-02-20,2025-02-24,Late,DHL
O13959,2025-02-18,2025-02-23,Late,DHL
O13960,2025-02-19,2025-02-24,Late,FedEx
O13961,2025-02-18,2025-02-21,On Time,UPS
O13963,2025-02-19,,Late,DHL
O13967,2025-02-19,2025-02-24,Late,Amazon Logistics
O13970,2025-02-19,2025-02-22,On Time,DHL
O13972,2025-02-20,,Late,Amazon Logistics
O13973,2025-02-19,2025-02-22,Late,Amazon Logistics
O13977,2025-02-20,2025-02-23,Late,Amazon Logistics
O13980,2025-02-20,2025-02-22,Late,FedEx
O13983,2025-02-21,2025-02-26,On Time,DHL
O13984,2025-02-21,2025-02-26,On Time,DHL
O13985,2025-02-19,2025-02-23,On Time,FedEx
O13989,2025-02-21,,Late,FedEx
O13990,2025-02-20,,Late,FedEx
O13992,2025-02-20,2025-02-24,On Time,Amazon Logistics
O13993,2025-02-21,2025-02-26,On Time,DHL
O13995,2025-02-20,2025-02-23,On Time,FedEx
O13996,2025-02-19,2025-02-22,On Time,FedEx
O14004,2025-02-19,2025-02-24,On Time,UPS
O14006,2025-02-21,,On Time,Amazon Logistics
O14008,2025-02-20,2025-02-24,Late,DHL
O14021,2025-02-20,2025-02-25,On Time,FedEx
O14022,2025-02-21,2025-02-26,Late,FedEx
O14025,2025-02-19,2025-02-23,On Time,FedEx
O14026,2025-02-19,2025-02-24,Late,UPS
O14027,2025-02-21,2025-02-23,Late,Amazon Logistics
O14030,2025-02-21,2025-02-24,On Time,UPS
O14032,2025-02-21,2025-02-23,Late,FedEx
O14034,2025-02-20,2025-02-22,On Time,DHL
O14035,2025-02-21,2025-02-23,Late,DHL
O14037,2025-02-20,,On Time,FedEx
O14038,2025-02-19,2025-02-24,Late,DHL
O14040,2025-02-19,2025-02-22,Late,UPS
O14041,2025-02-19,2025-02-21,Late,UPS
O14043,2025-02-20,2025-02-22,Late,DHL
O14044,2025-02-19,2025-02-22,On Time,UPS
O14045,2025-02-20,2025-02-24,On Time,FedEx
O14047,2025-02-21,2025-02-26,On Time,Amazon Logistics
O14050,2025-02-19,2025-02-21,Late,DHL
O14051,2025-02-21,2025-02-26,On Time,FedEx
O14052,2025-02-20,2025-02-24,Late,FedEx
O14053,2025-02-21,2025-02-25,Late,DHL
O14056,2025-02-21,2025-02-26,On Time,Amazon Logistics
O14058,2025-02-19,2025-02-21,On Time,Amazon Logistics
O14059,2025-02-20,2025-02-23,Late,Amazon Logistics
O14061,2025-02-22,2025-02-25,Late,DHL
O14066,2025-02-22,,On Time,Amazon Logistics
O14068,2025-02-22,2025-02-24,Late,UPS
O14069,2025-02-20,2025-02-23,Late,UPS
O14070,2025-02-20,2025-02-23,Late,Amazon Logistics
O14072,2025-02-21,2025-02-24,On Time,UPS
O14073,2025-02-21,2025-02-25,Late,DHL
O14074,2025-02-20,2025-02-23,On Time,Amazon Logistics
O14075,2025-02-22,2025-02-27,Late,FedEx
O14076,2025-02-20,2025-02-23,On Time,UPS
O14077,2025-02-20,2025-02-25,On Time,FedEx
O14078,2025-02-22,2025-02-24,Late,Amazon Logistics
O14079,2025-02-21,,On Time,Amazon Logistics
O14081,2025-02-22,2025-02-26,On Time,UPS
O14083,2025-02-22,2025-02-26,On Time,FedEx
O14085,2025-02-22,2025-02-24,On Time,Amazon Logistics
O14086,2025-02-22,2025-02-24,On Time,FedEx
O14087,2025-02-22,2025-02-26,On Time,FedEx
O14090,2025-02-21,2025-02-24,On Time,FedEx
O14091,2025-02-21,2025-02-24,Late,Amazon Logistics
O14092,2025-02-21,2025-02-25,Late,DHL
O14094,2025-02-20,2025-02-25,Late,UPS
O14096,2025-02-22,2025-02-26,Late,DHL
O14098,2025-02-22,2025-02-25,On Time,DHL
O14099,2025-02-22,2025-02-27,On Time,UPS
O14100,2025-02-22,2025-02-25,Late,FedEx
O14101,2025-02-22,2025-02-26,Late,FedEx
O14102,2025-02-22,2025-02-27,Late,DHL
O14103,2025-02-22,,On Time,UPS
O14109,2025-02-22,2025-02-24,Late,FedEx
O14111,2025-02-22,2025-02-25,Late,UPS
O14112,2025-02-20,2025-02-22,On Time,FedEx
O14115,2025-02-21,,On Time,FedEx
O14118,2025-02-21,2025-02-26,On Time,DHL
O14119,2025-02-20,2025-02-22,On Time,UPS
O14120,2025-02-21,2025-02-25,Late,Amazon Logistics
O14121,2025-02-21,2025-02-26,Late,UPS
O14124,2025-02-21,2025-02-25,On Time,DHL
O14125,2025-02-22,2025-02-24,On Time,Amazon Logistics
O14129,2025-02-22,2025-02-25,Late,Amazon Logistics
O14131,2025-02-21,2025-02-24,Late,UPS
O14134,2025-02-22,2025-02-26,On Time,DHL
O14136,2025-02-22,2025-02-24,Late,UPS
O14137,2025-02-22,2025-02-24,Late,FedEx
O14138,2025-02-22,2025-02-27,Late,DHL
O14142,2025-02-22,2025-02-26,Late,FedEx
O14143,2025-02-21,2025-02-23,On Time,FedEx
O14145,2025-02-21,2025-02-23,Late,FedEx
O14146,2025-02-22,2025-02-27,Late,Amazon Logistics
O14147,2025-02-22,2025-02-25,On Time,DHL
O14148,2025-02-21,,Late,UPS
O14149,2025-02-21,2025-02-26,Late,UPS
O14150,2025-02-22,2025-02-27,Late,Amazon Logistics
O14151,2025-02-22,2025-02-27,On Time,FedEx
O14152,2025-02-22,2025-02-26,Late,Amazon Logistics
O14153,2025-02-21,2025-02-24,Late,Amazon Logistics
O14154,2025-02-22,2025-02-25,Late,UPS
O14158,2025-02-23,2025-02-28,Late,UPS
O14160,2025-02-22,,On Time,DHL
O14161,2025-02-22,2025-02-27,On Time,FedEx
O14162,2025-02-22,2025-02-26,Late,FedEx
O14166,2025-02-21,2025-02-24,On Time,FedEx
O14170,2025-02-23,2025-02-26,On Time,Amazon Logistics
O14171,2025-02-21,2025-02-24,On Time,FedEx
O14173,2025-02-23,2025-02-28,Late,UPS
O14174,2025-02-23,,On Time,UPS
O14177,2025-02-23,2025-02-26,Late,Amazon Logistics
O14180,2025-02-23,2025-02-28,Late,UPS
O14181,2025-02-21,2025-02-26,On Time,Amazon Logistics
O14183,2025-02-21,2025-02-26,On Time,Amazon Logistics
O14187,2025-02-22,2025-02-26,On Time,Amazon Logistics
O14189,2025-02-23,2025-02-26,On Time,Amazon Logistics
O14190,2025-02-22,,On Time,DHL
O14191,2025-02-23,2025-02-27,On Time,UPS
O14193,2025-02-21,,Late,UPS
O14196,2025-02-23,2025-02-25,Late,DHL
O14197,2025-02-21,2025-02-26,Late,Amazon Logistics
O14201,2025-02-21,2025-02-25,On Time,FedEx
O14203,2025-02-22,2025-02-26,On Time,DHL
O14204,2025-02-21,2025-02-23,On Time,FedEx
O14207,2025-02-23,2025-02-25,Late,Amazon Logistics
O14208,2025-02-23,2025-02-25,Late,UPS
O14211,2025-02-23,2025-02-28,On Time,DHL
O14212,2025-02-23,2025-02-26,On Time,DHL
O14214,2025-02-21,2025-02-25,Late,DHL
O14215,2025-02-22,2025-02-24,On Time,UPS
O14218,2025-02-23,2025-02-28,On Time,FedEx
O14219,2025-02-22,2025-02-25,Late,FedEx
O14225,2025-02-21,2025-02-23,On Time,UPS
O14226,2025-02-23,2025-02-26,Late,DHL
O14227,2025-02-21,2025-02-24,On Time,UPS
O14230,2025-02-23,2025-02-28,On Time,FedEx
O14233,2025-02-23,2025-02-25,On Time,DHL
O14234,2025-02-21,2025-02-23,On Time,DHL
O14236,2025-02-23,2025-02-25,Late,FedEx
O14241,2025-02-23,2025-02-26,Late,UPS
O14243,2025-02-23,2025-02-25,On Time,DHL
O14247,2025-02-23,2025-02-28,Late,FedEx
O14249,2025-02-23,,On Time,FedEx
O14251,2025-02-23,,Late,Amazon Logistics
O14252,2025-02-23,2025-02-25,On Time,FedEx
O14255,2025-02-24,2025-02-27,Late,DHL
O14258,2025-02-24,2025-02-27,On Time,DHL
O14259,2025-02-23,,Late,DHL
O14262,2025-02-23,2025-02-26,Late,Amazon Logistics
O14266,2025-02-24,2025-02-28,Late,Amazon Logistics
O14268,2025-02-22,2025-02-25,Late,UPS
O14270,2025-02-24,2025-02-26,Late,Amazon Logistics
O14273,2025-02-22,2025-02-27,Late,DHL
O14277,2025-02-23,2025-02-27,Late,DHL
O14278,2025-02-22,2025-02-24,On Time,Amazon Logistics
O14279,2025-02-24,2025-02-27,On Time,FedEx
O14283,2025-02-23,,On Time,FedEx
O14286,2025-02-24,2025-02-26,On Time,FedEx
O14287,2025-02-22,2025-02-26,On Time,DHL
O14290,2025-02-22,,On Time,FedEx
O14291,2025-02-23,2025-02-25,On Time,UPS
O14292,2025-02-24,2025-02-27,On Time,DHL
O14295,2025-02-24,2025-02-26,On Time,FedEx
O14297,2025-02-22,2025-02-26,Late,DHL
O14299,2025-02-23,2025-02-27,Late,Amazon Logistics
O14303,2025-02-22,2025-02-26,Late,UPS
O14304,2025-02-22,2025-02-24,Late,FedEx
O14306,2025-02-23,2025-02-25,Late,DHL
O14307,2025-02-23,2025-02-28,On Time,DHL
O14309,2025-02-23,2025-02-25,Late,UPS
O14311,2025-02-22,2025-02-25,Late,Amazon Logistics
O14313,2025-02-22,2025-02-24,On Time,UPS
O14314,2025-02-24,2025-02-28,On Time,Amazon Logistics
O14315,2025-02-23,2025-02-28,Late,Amazon Logistics
O14317,2025-02-23,2025-02-28,Late,Amazon Logistics
O14319,2025-02-24,2025-02-26,Late,DHL
O14323,2025-02-23,2025-02-25,Late,UPS
O14325,2025-02-24,2025-02-27,On Time,FedEx
O14327,2025-02-24,2025-02-28,On Time,UPS
O14329,2025-02-22,2025-02-24,On Time,FedEx
O14333,2025-02-23,2025-02-25,On Time,DHL
O14334,2025-02-23,2025-02-25,Late,Amazon Logistics
O14337,2025-02-22,2025-02-25,Late,UPS
O14339,2025-02-23,2025-02-27,Late,FedEx
O14340,2025-02-24,2025-02-27,Late,DHL
O14342,2025-02-22,,On Time,Amazon Logistics
O14343,2025-02-23,2025-02-27,On Time,Amazon Logistics
O14345,2025-02-22,2025-02-26,On Time,FedEx
O14349,2025-02-23,2025-02-25,On Time,DHL
O14350,2025-02-23,,Late,FedEx
O14351,2025-02-23,2025-02-27,On Time,DHL
O14353,2025-02-22,2025-02-24,On Time,FedEx
O14356,2025-02-24,2025-02-26,On Time,FedEx
O14357,2025-02-24,,On Time,UPS
O14359,2025-02-22,2025-02-24,On Time,FedEx
O14360,2025-02-24,2025-02-26,Late,UPS
O14362,2025-02-23,2025-02-27,Late,Amazon Logistics
O14364,2025-02-24,2025-02-27,Late,UPS
O14369,2025-02-23,2025-02-28,On Time,DHL
O14373,2025-02-23,2025-02-28,Late,Amazon Logistics
O14374,2025-02-22,2025-02-27,On Time,FedEx
O14375,2025-02-24,2025-03-01,Late,UPS
O14377,2025-02-22,2025-02-27,Late,DHL
O14378,2025-02-23,2025-02-25,Late,UPS
O14380,2025-02-23,2025-02-26,On Time,FedEx
O14382,2025-02-23,2025-02-28,On Time,Amazon Logistics
O14383,2025-02-23,2025-02-27,Late,UPS
O14385,2025-02-24,,On Time,Amazon Logistics
O14389,2025-02-22,2025-02-25,Late,UPS
O14394,2025-02-24,2025-03-01,Late,Amazon Logistics
O14396,2025-02-23,2025-02-28,On Time,DHL
O14397,2025-02-23,2025-02-25,On Time,DHL
O14399,2025-02-24,2025-02-26,On Time,FedEx
O14403,2025-02-23,2025-02-25,On Time,DHL
O14405,2025-02-24,2025-02-26,On Time,UPS
O14407,2025-02-25,2025-03-02,On Time,UPS
O14409,2025-02-23,2025-02-26,Late,UPS
O14410,2025-02-25,2025-02-27,Late,FedEx
O14411,2025-02-25,2025-03-02,On Time,FedEx
O14416,2025-02-24,2025-03-01,Late,UPS
O14419,2025-02-25,2025-02-27,On Time,UPS
O14421,2025-02-23,2025-02-28,Late,FedEx
O14424,2025-02-25,2025-03-02,Late,Amazon Logistics
O14425,2025-02-24,,Late,FedEx
O14426,2025-02-23,2025-02-28,Late,FedEx
O14428,2025-02-24,2025-02-28,Late,UPS
O14429,2025-02-23,2025-02-26,Late,UPS
O14434,2025-02-25,2025-02-27,Late,DHL
O14436,2025-02-23,2025-02-28,Late,FedEx
O14437,2025-02-24,,On Time,FedEx
O14438,2025-02-23,2025-02-26,Late,UPS
O14441,2025-02-24,2025-03-01,Late,Amazon Logistics
O14442,2025-02-24,2025-02-27,On Time,UPS
O14443,2025-02-23,2025-02-27,Late,UPS
O14444,2025-02-25,2025-02-28,On Time,Amazon Logistics
O14447,2025-02-25,2025-03-02,On Time,FedEx
O14448,2025-02-23,2025-02-25,On Time,DHL
O14450,2025-02-24,2025-02-27,Late,UPS
O14451,2025-02-23,2025-02-27,Late,UPS
O14452,2025-02-25,2025-02-28,Late,UPS
O14458,2025-02-24,2025-02-28,Late,DHL
O14460,2025-02-23,2025-02-28,On Time,DHL
O14462,2025-02-23,2025-02-25,Late,FedEx
O14464,2025-02-23,2025-02-27,On Time,Amazon Logistics
O14465,2025-02-24,2025-02-28,On Time,UPS
O14466,2025-02-24,2025-02-26,Late,FedEx
O14467,2025-02-23,2025-02-27,Late,UPS
O14470,2025-02-24,2025-02-26,Late,UPS
O14471,2025-02-23,2025-02-27,Late,Amazon Logistics
O14475,2025-02-25,2025-02-27,On Time,Amazon Logistics
O14477,2025-02-23,2025-02-27,On Time,Amazon Logistics
O14478,2025-02-23,2025-02-28,Late,DHL
O14482,2025-02-23,2025-02-28,Late,FedEx
O14483,2025-02-23,2025-02-28,Late,FedEx
O14484,2025-02-25,2025-02-28,On Time,FedEx
O14486,2025-02-24,2025-02-28,On Time,FedEx
O14494,2025-02-25,2025-03-01,On Time,DHL
O14495,2025-02-25,2025-02-28,Late,FedEx
O14502,2025-02-25,2025-03-02,On Time,DHL
O14503,2025-02-24,2025-03-01,Late,FedEx
O14507,2025-02-25,2025-02-27,On Time,FedEx
O14509,2025-02-25,2025-02-27,Late,DHL
O14510,2025-02-24,2025-02-26,On Time,UPS
O14513,2025-02-23,2025-02-27,On Time,DHL
O14515,2025-02-24,2025-02-26,On Time,DHL
O14516,2025-02-25,2025-02-28,On Time,UPS
O14518,2025-02-25,2025-03-02,On Time,UPS
O14521,2025-02-23,2025-02-25,On Time,DHL
O14522,2025-02-23,2025-02-25,Late,UPS
O14523,2025-02-24,2025-02-27,On Time,Amazon Logistics
O14525,2025-02-25,2025-02-27,Late,FedEx
O14526,2025-02-24,2025-02-26,Late,UPS
